,Title,Zone,Price,Size (m²),Status
802,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
803,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
804,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
805,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
806,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
807,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
808,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
809,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
810,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
811,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
812,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
813,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
814,Apartment,               Lordelo do Ouro e Massarelos,1600,132.0,Usado
815,Apartment,               Arredores (Santos-o-Velho),990,130.0,Usado
816,Apartment,               Av. Roma (Campo Grande),217000,92.0,Usado
817,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
818,Apartamento T2,               Vila do Conde,2,110.0,Renovado
819,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
820,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
821,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
822,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
823,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
824,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
825,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
826,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
827,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
828,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
829,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
830,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
831,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
832,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
833,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
834,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
835,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
836,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
837,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
838,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
839,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
840,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
841,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
842,Apartment,               Quinta das Conchas,1300,95.0,Usado
843,Apartment,               Campolide,175000,80.0,Usado
844,Apartment,               Praia da Barra,135000,70.0,Usado
845,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
846,Apartamento T2,               Vila do Conde,2,110.0,Renovado
847,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
848,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
849,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
850,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
851,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
852,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
853,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
854,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
855,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
856,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
857,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
858,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
859,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
860,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
861,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
862,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
863,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
864,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
865,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
866,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
867,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
868,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
869,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
870,Apartment,               Baixa (Santa Cruz),700,60.0,Usado
871,Apartment,               Damião de Góis (Cedofeita),2100,60.0,Usado
872,Apartment,               Saldanha (São Sebastião da Pedreira),352000,70.0,Usado
873,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
874,Apartamento T2,               Vila do Conde,2,110.0,Renovado
875,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
876,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
877,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
878,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
879,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
880,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
881,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
882,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
883,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
884,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
885,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
886,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
887,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
888,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
889,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
890,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
891,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
892,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
893,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
894,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
895,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
896,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
897,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
898,Apartment,               Centro (Pena),270000,75.0,Usado
899,Apartment,               Amoreiras,1000,70.0,Recuperado
900,Apartment,               Quinta do Infante (Sé),1200,98.0,Recuperado
901,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
902,Apartamento T2,               Vila do Conde,2,110.0,Renovado
903,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
904,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
905,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
906,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
907,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
908,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
909,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
910,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
911,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
912,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
913,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
914,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
915,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
916,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
917,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
918,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
919,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
920,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
921,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
922,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
923,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
924,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
925,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
926,Apartment,               Cedofeita,1300,70.0,Novo
927,Apartment,               Parque dos Poetas (Oeiras e São Julião Barra),1900,188.0,Usado
